DATE,ID,EMAIL_SENT,EMAIL_OPENED,IN_PERSON_MEETING,PHONE_ATTEMPT,PHONE_SUCCESS,WEBINAR,MAIL
06/30/2018,77WCO3DEI2,25,24,0,2,0,66,0
07/30/2018,77WCO3DEI2,30,1,1,1,2,1,2
04/18/2018,77WCO3DEI2,28,21,4,0,0,59,1
11/17/2018,77WCO3DEI2,23,11,3,0,2,58,1
02/13/2018,77WCO3DEI2,26,14,2,1,1,58,2
02/21/2018,77WCO3DEI2,32,18,0,1,1,76,0
04/18/2018,77WCO3DEI2,13,3,4,2,1,2,2
10/09/2018,77WCO3DEI2,12,24,4,3,0,40,2
10/28/2018,77WCO3DEI2,32,25,3,2,2,44,2
10/08/2018,77WCO3DEI2,19,10,0,2,1,8,0
12/07/2018,77WCO3DEI2,8,30,2,2,2,35,1
05/15/2018,77WCO3DEI2,20,9,0,3,2,23,2
12/17/2018,77WCO3DEI2,0,1,0,0,2,30,1
12/11/2018,77WCO3DEI2,2,11,1,2,0,34,2
11/24/2018,77WCO3DEI2,2,23,2,1,2,16,1
12/31/2018,77WCO3DEI2,6,10,1,3,0,52,2
07/23/2018,77WCO3DEI2,0,8,2,0,0,77,0
07/21/2018,77WCO3DEI2,20,6,3,0,0,56,0
06/17/2018,77WCO3DEI2,38,8,2,1,1,14,1
04/11/2018,77WCO3DEI2,25,17,2,1,1,33,0
03/18/2018,77WCO3DEI2,22,22,0,2,2,23,2
09/02/2018,77WCO3DEI2,32,29,2,2,1,37,0
03/23/2018,77WCO3DEI2,25,28,3,3,0,66,2
10/14/2018,77WCO3DEI2,1,14,0,0,2,59,2
04/10/2018,77WCO3DEI2,22,29,1,0,2,1,1
12/14/2018,X7SUJHX95Z,32,33,0,3,1,56,0
09/29/2018,X7SUJHX95Z,6,29,1,2,0,37,2
11/15/2018,X7SUJHX95Z,13,1,4,3,1,2,2
08/26/2018,X7SUJHX95Z,33,25,0,0,2,59,0
06/30/2018,X7SUJHX95Z,19,26,3,2,1,14,1
02/26/2018,X7SUJHX95Z,22,27,1,3,0,0,0
10/16/2018,X7SUJHX95Z,20,12,1,2,0,30,0
08/06/2018,X7SUJHX95Z,35,30,2,2,1,25,1
08/16/2018,X7SUJHX95Z,1,30,2,0,1,45,1
03/03/2018,X7SUJHX95Z,21,32,4,2,2,3,2
03/31/2018,X7SUJHX95Z,3,30,3,0,1,19,0
01/30/2018,X7SUJHX95Z,19,5,2,3,1,22,1
03/22/2018,X7SUJHX95Z,6,20,2,1,0,33,1
04/05/2018,X7SUJHX95Z,18,17,4,3,0,46,1
06/19/2018,X7SUJHX95Z,2,29,2,2,2,23,1
03/21/2018,X7SUJHX95Z,30,24,2,0,1,31,2
06/15/2018,X7SUJHX95Z,16,3,1,0,1,23,1
08/22/2018,X7SUJHX95Z,32,14,1,0,1,6,2
03/07/2018,X7SUJHX95Z,28,16,3,2,1,33,1
01/28/2018,X7SUJHX95Z,32,1,3,0,2,43,0
10/23/2018,X7SUJHX95Z,12,2,4,2,2,10,1
05/01/2018,X7SUJHX95Z,23,16,0,1,1,14,2
05/17/2018,X7SUJHX95Z,8,28,3,2,1,59,2
05/23/2018,X7SUJHX95Z,38,20,3,3,2,29,1
04/15/2018,X7SUJHX95Z,39,2,2,3,2,26,1
02/13/2018,X7SUJHX95Z,1,13,4,0,0,79,0
05/27/2018,X7SUJHX95Z,4,20,0,0,2,9,1
06/14/2018,X7SUJHX95Z,22,13,4,3,1,38,2
04/08/2018,X7SUJHX95Z,15,19,1,0,0,26,2
04/16/2018,X7SUJHX95Z,17,8,1,1,1,52,0
06/05/2018,X7SUJHX95Z,12,7,0,3,2,45,2
02/11/2018,X7SUJHX95Z,23,24,0,3,2,38,2
02/13/2018,X7SUJHX95Z,23,27,2,0,2,52,2
03/07/2018,X7SUJHX95Z,24,15,3,3,2,25,1
11/19/2018,X7SUJHX95Z,20,17,4,2,1,70,1
05/11/2018,X7SUJHX95Z,15,33,2,0,2,78,1
01/22/2018,X7SUJHX95Z,14,30,3,1,1,28,0
04/03/2018,X7SUJHX95Z,19,21,3,0,2,20,2
10/29/2018,X7SUJHX95Z,22,17,3,0,2,69,0
01/06/2018,X7SUJHX95Z,24,9,4,1,2,50,0
05/07/2018,X7SUJHX95Z,22,11,1,0,0,16,0
02/28/2018,X7SUJHX95Z,15,1,2,1,2,35,2
04/28/2018,X7SUJHX95Z,12,21,3,2,0,11,1
04/14/2018,X7SUJHX95Z,39,23,3,0,1,49,1
07/01/2018,X7SUJHX95Z,19,0,2,2,1,40,1
03/11/2018,X7SUJHX95Z,11,13,2,0,2,63,2
07/05/2018,X7SUJHX95Z,32,22,3,1,2,17,2
01/09/2018,X7SUJHX95Z,20,8,3,1,1,62,2
06/16/2018,X7SUJHX95Z,22,31,1,1,2,15,2
02/27/2018,X7SUJHX95Z,25,25,1,0,0,53,0
03/18/2018,X7SUJHX95Z,23,5,0,2,1,19,2
07/15/2018,X7SUJHX95Z,4,16,0,2,0,31,2
10/29/2018,X7SUJHX95Z,19,1,3,0,1,60,1
04/06/2018,X7SUJHX95Z,9,28,2,2,1,0,0
04/22/2018,X7SUJHX95Z,19,8,3,0,0,63,0
07/18/2018,X7SUJHX95Z,38,24,3,2,1,28,1
04/08/2018,X7SUJHX95Z,14,4,1,2,1,66,1
04/22/2018,X7SUJHX95Z,26,23,3,3,0,72,0
01/05/2018,X7SUJHX95Z,20,19,0,1,2,16,2
11/02/2018,X7SUJHX95Z,25,2,2,1,0,32,1
08/26/2018,X7SUJHX95Z,10,6,0,1,2,49,0
05/16/2018,X7SUJHX95Z,39,30,1,3,0,31,0
05/14/2018,X7SUJHX95Z,33,7,4,0,2,48,2
08/18/2018,X7SUJHX95Z,8,32,4,0,2,15,0
12/09/2018,X7SUJHX95Z,33,5,3,3,0,16,1
03/10/2018,C9NRGXF7IO,38,27,2,1,1,79,1
02/13/2018,C9NRGXF7IO,13,28,4,0,0,44,2
09/21/2018,C9NRGXF7IO,26,31,0,0,1,17,1
08/14/2018,C9NRGXF7IO,16,12,2,2,2,68,2
10/20/2018,C9NRGXF7IO,24,33,1,0,1,37,0
02/26/2018,C9NRGXF7IO,37,9,2,0,2,27,2
09/10/2018,C9NRGXF7IO,37,19,3,1,0,2,0
08/30/2018,C9NRGXF7IO,32,30,0,1,0,33,1
08/09/2018,C9NRGXF7IO,35,3,0,2,2,4,2
09/03/2018,C9NRGXF7IO,32,12,2,2,0,35,1
06/06/2018,C9NRGXF7IO,21,23,3,1,1,2,1
03/04/2018,C9NRGXF7IO,19,30,4,2,1,69,1
11/03/2018,C9NRGXF7IO,4,8,4,0,1,16,1
11/08/2018,C9NRGXF7IO,2,18,4,1,1,75,0
11/03/2018,C9NRGXF7IO,16,10,2,0,1,33,1
01/30/2018,C9NRGXF7IO,1,31,0,0,1,47,1
04/12/2018,C9NRGXF7IO,17,10,0,3,1,19,0
07/23/2018,C9NRGXF7IO,31,13,1,3,0,71,0
04/18/2018,C9NRGXF7IO,27,23,1,3,2,43,1
02/11/2018,C9NRGXF7IO,0,32,4,3,1,1,0
11/10/2018,C9NRGXF7IO,10,27,2,1,0,48,0
10/23/2018,C9NRGXF7IO,26,32,3,2,0,50,1
05/06/2018,C9NRGXF7IO,24,24,2,3,1,32,0
01/23/2018,C9NRGXF7IO,30,27,0,0,2,62,0
09/04/2018,C9NRGXF7IO,38,28,2,3,1,57,1
10/20/2018,C9NRGXF7IO,13,13,3,2,1,19,1
11/09/2018,C9NRGXF7IO,26,18,0,1,0,73,2
09/19/2018,C9NRGXF7IO,23,31,3,0,0,1,0
08/21/2018,C9NRGXF7IO,27,25,1,1,1,38,0
09/18/2018,C9NRGXF7IO,9,32,4,3,2,40,2
12/26/2018,C9NRGXF7IO,37,5,0,2,0,52,1
06/15/2018,C9NRGXF7IO,13,11,0,2,0,16,1
01/08/2018,C9NRGXF7IO,8,30,2,3,0,24,0
11/12/2018,C9NRGXF7IO,18,18,3,2,0,14,2
01/23/2018,C9NRGXF7IO,34,8,3,0,2,28,0
08/29/2018,C9NRGXF7IO,22,4,4,1,1,20,2
03/29/2018,C9NRGXF7IO,6,10,3,1,0,42,2
03/05/2018,C9NRGXF7IO,19,28,1,3,0,22,1
03/18/2018,C9NRGXF7IO,29,29,4,0,2,72,0
12/05/2018,C9NRGXF7IO,11,8,4,0,2,50,1
08/06/2018,C9NRGXF7IO,1,0,3,2,1,14,1
09/07/2018,C9NRGXF7IO,16,25,1,2,0,60,0
05/10/2018,C9NRGXF7IO,19,9,1,2,2,27,1
07/25/2018,C9NRGXF7IO,0,2,1,2,2,2,1
03/22/2018,C9NRGXF7IO,9,29,2,1,2,62,2
01/16/2018,C9NRGXF7IO,16,3,1,0,2,51,1
01/27/2018,C9NRGXF7IO,16,27,1,1,2,22,0
09/21/2018,C9NRGXF7IO,22,1,1,0,0,79,0
04/10/2018,C9NRGXF7IO,26,13,3,3,2,72,2
02/05/2018,C9NRGXF7IO,30,26,1,3,0,44,0
12/10/2018,C9NRGXF7IO,20,10,1,3,2,48,0
12/19/2018,C9NRGXF7IO,20,12,4,3,2,37,0
11/10/2018,C9NRGXF7IO,24,21,2,0,1,26,2
03/15/2018,C9NRGXF7IO,18,33,0,1,2,64,2
01/02/2018,C9NRGXF7IO,4,22,4,3,2,66,0
06/03/2018,C9NRGXF7IO,7,19,0,1,1,32,1
10/13/2018,C9NRGXF7IO,37,25,1,3,0,42,2
01/11/2018,C9NRGXF7IO,38,7,4,2,1,50,2
10/17/2018,C9NRGXF7IO,0,9,3,1,1,69,1
11/16/2018,C9NRGXF7IO,10,29,4,2,0,34,0
09/28/2018,C9NRGXF7IO,19,4,4,1,2,52,0
04/26/2018,C9NRGXF7IO,7,8,2,3,2,11,1
03/14/2018,C9NRGXF7IO,15,20,4,2,0,61,1
10/15/2018,C9NRGXF7IO,15,10,2,0,0,29,2
11/23/2018,C9NRGXF7IO,30,6,0,0,2,40,1
09/26/2018,C9NRGXF7IO,7,29,2,1,0,66,1
03/14/2018,827HZMYB0T,26,33,3,3,2,14,2
07/15/2018,827HZMYB0T,10,32,0,0,2,64,0
05/29/2018,827HZMYB0T,6,26,1,3,2,40,1
12/31/2018,827HZMYB0T,28,32,1,1,0,39,2
03/04/2018,827HZMYB0T,29,13,0,2,1,69,2
01/05/2018,827HZMYB0T,24,0,3,1,2,75,0
07/31/2018,827HZMYB0T,7,27,0,1,0,0,2
02/20/2018,827HZMYB0T,28,11,2,2,2,24,2
04/10/2018,827HZMYB0T,11,17,1,2,2,33,0
12/27/2018,827HZMYB0T,37,14,1,1,1,56,1
04/14/2018,827HZMYB0T,0,4,1,3,0,70,2
02/15/2018,827HZMYB0T,2,27,4,1,1,24,1
10/16/2018,827HZMYB0T,12,28,0,2,0,23,0
05/23/2018,827HZMYB0T,16,1,2,1,1,71,2
02/22/2018,827HZMYB0T,23,17,3,2,1,68,0
05/25/2018,827HZMYB0T,39,21,4,2,0,62,1
06/16/2018,827HZMYB0T,30,7,0,0,2,48,2
12/31/2018,827HZMYB0T,8,1,2,3,2,2,1
04/24/2018,827HZMYB0T,19,11,4,2,0,65,2
05/09/2018,827HZMYB0T,21,9,0,0,0,6,2
04/19/2018,827HZMYB0T,27,19,3,2,1,4,2
10/23/2018,827HZMYB0T,35,28,1,0,1,37,0
11/22/2018,827HZMYB0T,15,11,0,3,1,9,2
11/30/2018,827HZMYB0T,4,15,4,2,2,58,1
04/02/2018,827HZMYB0T,35,20,0,2,1,52,1
05/12/2018,827HZMYB0T,35,15,2,1,0,22,0
10/08/2018,827HZMYB0T,17,18,1,1,0,70,2
06/18/2018,827HZMYB0T,21,3,2,2,1,59,1
03/21/2018,827HZMYB0T,7,1,4,1,0,53,2
11/16/2018,827HZMYB0T,38,31,0,0,2,15,1
04/16/2018,827HZMYB0T,11,3,0,1,2,39,0
08/13/2018,827HZMYB0T,2,19,0,2,1,75,1
10/11/2018,827HZMYB0T,1,11,3,2,0,16,1
01/29/2018,827HZMYB0T,31,12,1,2,0,31,2
08/10/2018,827HZMYB0T,9,29,4,1,0,77,1
12/11/2018,827HZMYB0T,16,14,0,2,1,24,1
07/08/2018,827HZMYB0T,11,22,0,0,1,5,0
08/16/2018,827HZMYB0T,17,4,2,1,2,37,1
04/07/2018,827HZMYB0T,2,5,4,2,0,42,1
06/15/2018,827HZMYB0T,10,2,4,3,0,6,1
03/21/2018,827HZMYB0T,4,30,1,3,2,41,0
03/16/2018,827HZMYB0T,25,24,0,2,1,24,0
12/31/2018,827HZMYB0T,10,8,3,0,0,70,0
03/19/2018,827HZMYB0T,29,18,3,1,1,14,0
11/20/2018,827HZMYB0T,13,5,0,2,1,11,0
12/07/2018,827HZMYB0T,25,32,3,1,0,14,1
03/03/2018,827HZMYB0T,30,6,1,2,2,53,2
06/24/2018,827HZMYB0T,37,5,4,2,1,38,0
08/28/2018,827HZMYB0T,19,28,3,0,0,54,2
06/17/2018,827HZMYB0T,22,10,3,1,0,5,1
12/26/2018,827HZMYB0T,39,32,3,3,2,9,0
09/14/2018,827HZMYB0T,17,28,4,0,0,45,1
09/18/2018,827HZMYB0T,26,32,3,0,2,58,2
10/16/2018,827HZMYB0T,7,25,4,0,1,77,0
02/15/2018,827HZMYB0T,28,16,2,0,2,2,1
05/24/2018,827HZMYB0T,10,19,0,0,0,24,2
12/14/2018,827HZMYB0T,17,4,4,2,1,18,2
05/27/2018,827HZMYB0T,31,4,4,0,1,27,2
10/20/2018,827HZMYB0T,35,27,3,1,0,23,0
08/08/2018,827HZMYB0T,20,25,0,1,0,18,2
08/30/2018,827HZMYB0T,35,32,2,1,0,79,0
12/08/2018,827HZMYB0T,7,31,2,3,2,31,2
03/27/2018,827HZMYB0T,33,31,4,3,0,35,1
08/26/2018,827HZMYB0T,8,11,4,3,1,33,1
01/11/2018,827HZMYB0T,18,12,1,0,0,41,2
01/30/2018,827HZMYB0T,30,18,0,1,1,39,1
06/15/2018,827HZMYB0T,16,22,1,1,1,25,0
03/09/2018,827HZMYB0T,5,30,4,3,1,14,2
05/09/2018,827HZMYB0T,29,4,2,2,0,33,2
03/08/2018,827HZMYB0T,19,15,3,0,0,32,2
08/02/2018,827HZMYB0T,17,9,3,0,1,23,1
04/26/2018,827HZMYB0T,1,11,4,2,1,25,2
09/22/2018,SKBPNEDBQS,29,20,0,1,1,70,0
03/26/2018,SKBPNEDBQS,39,29,4,1,1,25,0
01/25/2018,SKBPNEDBQS,0,32,2,3,1,4,0
09/27/2018,SKBPNEDBQS,17,21,2,3,0,11,0
03/01/2018,SKBPNEDBQS,18,4,3,2,0,12,0
01/10/2018,SKBPNEDBQS,27,26,2,0,1,75,2
09/04/2018,SKBPNEDBQS,2,4,3,1,2,32,2
10/06/2018,SKBPNEDBQS,26,24,4,0,1,12,1
11/11/2018,SKBPNEDBQS,1,32,2,3,0,64,2
11/08/2018,SKBPNEDBQS,16,9,2,3,1,7,2
04/05/2018,SKBPNEDBQS,36,24,3,1,0,15,2
06/05/2018,A4J0YU0L11,7,16,4,2,0,74,1
09/11/2018,A4J0YU0L11,24,15,3,2,2,0,0
09/17/2018,A4J0YU0L11,28,21,4,3,1,75,1
01/27/2018,A4J0YU0L11,34,0,0,1,0,48,0
08/09/2018,A4J0YU0L11,7,16,4,3,2,41,0
10/11/2018,A4J0YU0L11,20,32,2,2,0,23,0
12/08/2018,A4J0YU0L11,10,20,2,0,2,58,1
10/15/2018,A4J0YU0L11,14,19,2,0,2,38,0
04/01/2018,A4J0YU0L11,27,31,1,2,2,54,0
06/22/2018,A4J0YU0L11,2,15,1,1,0,60,2
12/31/2018,A4J0YU0L11,33,32,4,2,2,20,0
06/15/2018,A4J0YU0L11,37,31,0,2,1,72,0
11/15/2018,A4J0YU0L11,7,26,1,3,1,24,2
02/17/2018,A4J0YU0L11,3,20,4,0,0,61,0
06/06/2018,A4J0YU0L11,34,16,4,2,0,32,1
04/14/2018,A4J0YU0L11,32,7,0,0,2,45,2
05/02/2018,A4J0YU0L11,10,29,1,0,1,23,2
03/23/2018,A4J0YU0L11,6,15,2,3,1,44,0
07/30/2018,A4J0YU0L11,7,18,3,0,1,57,0
03/11/2018,A4J0YU0L11,18,2,3,2,2,57,2
03/31/2018,A4J0YU0L11,17,16,1,2,1,58,1
07/02/2018,A4J0YU0L11,16,1,2,3,1,55,2
12/29/2018,A4J0YU0L11,36,12,3,0,1,25,1
10/11/2018,A4J0YU0L11,16,30,4,2,1,1,2
05/31/2018,A4J0YU0L11,31,32,2,0,1,34,1
03/18/2018,A4J0YU0L11,26,27,1,1,2,69,1
08/09/2018,A4J0YU0L11,7,33,4,3,1,10,2
06/02/2018,A4J0YU0L11,39,8,1,2,0,16,0
04/05/2018,A4J0YU0L11,15,6,4,1,0,71,2
11/02/2018,A4J0YU0L11,8,33,2,2,2,6,2
12/19/2018,A4J0YU0L11,35,23,3,0,2,35,1
02/03/2018,A4J0YU0L11,2,33,4,1,1,73,2
08/22/2018,A4J0YU0L11,19,21,3,0,0,24,2
09/15/2018,A4J0YU0L11,3,2,1,1,1,56,1
06/23/2018,A4J0YU0L11,25,2,1,0,0,6,0
06/08/2018,A4J0YU0L11,20,2,4,1,2,59,0
11/15/2018,A4J0YU0L11,31,22,4,1,0,66,1
05/13/2018,A4J0YU0L11,33,29,0,0,1,25,2
10/17/2018,A4J0YU0L11,0,31,4,2,0,19,0
07/07/2018,A4J0YU0L11,5,5,0,2,2,29,0
07/15/2018,A4J0YU0L11,14,14,0,0,1,58,0
05/09/2018,A4J0YU0L11,9,25,4,1,2,62,1
02/28/2018,A4J0YU0L11,23,23,3,0,0,48,1
10/16/2018,A4J0YU0L11,22,23,2,0,2,24,0
01/08/2018,A4J0YU0L11,38,28,1,1,2,23,2
10/09/2018,A4J0YU0L11,18,4,3,3,1,2,2
12/14/2018,A4J0YU0L11,38,31,0,2,1,39,2
11/11/2018,A4J0YU0L11,25,15,0,1,1,33,2
06/11/2018,A4J0YU0L11,34,1,1,0,0,34,0
10/15/2018,A4J0YU0L11,17,33,2,1,0,13,2
04/14/2018,A4J0YU0L11,25,22,4,1,0,22,0
10/23/2018,A4J0YU0L11,12,33,1,3,2,24,2
10/23/2018,A4J0YU0L11,7,21,4,1,2,46,1
04/06/2018,A4J0YU0L11,13,30,1,3,1,56,1
10/28/2018,A4J0YU0L11,38,27,1,0,2,17,2
11/21/2018,A4J0YU0L11,15,2,0,1,0,15,2
07/04/2018,A4J0YU0L11,31,16,1,3,1,75,1
09/28/2018,A4J0YU0L11,4,10,0,0,1,40,2
08/12/2018,A4J0YU0L11,28,7,0,0,1,79,0
03/21/2018,A4J0YU0L11,23,24,2,1,1,71,2
12/24/2018,A4J0YU0L11,8,19,3,3,0,54,1
04/25/2018,A4J0YU0L11,4,27,4,2,1,11,2
05/18/2018,A4J0YU0L11,17,23,3,0,0,61,0
04/30/2018,A4J0YU0L11,12,1,4,2,2,25,2
12/30/2018,A4J0YU0L11,20,20,2,3,2,4,2
03/24/2018,A4J0YU0L11,33,16,3,1,1,32,1
12/26/2018,A4J0YU0L11,31,7,4,2,1,13,2
10/19/2018,A4J0YU0L11,2,11,0,3,0,3,2
08/19/2018,A4J0YU0L11,39,30,4,1,2,25,0
03/12/2018,A4J0YU0L11,0,21,4,3,0,52,0
06/15/2018,A4J0YU0L11,23,3,3,3,0,22,0
11/11/2018,A4J0YU0L11,25,6,2,0,2,44,1
05/07/2018,A4J0YU0L11,14,27,1,0,0,64,2
08/06/2018,A4J0YU0L11,16,5,2,1,2,10,1
10/17/2018,A4J0YU0L11,8,5,1,0,2,1,0
10/05/2018,A4J0YU0L11,23,8,1,1,1,1,2
08/14/2018,A4J0YU0L11,29,23,1,1,1,62,1
01/23/2018,A4J0YU0L11,12,31,0,0,2,66,2
12/14/2018,A4J0YU0L11,11,17,3,0,1,47,1
02/11/2018,A4J0YU0L11,36,7,1,2,0,17,2
12/16/2018,A4J0YU0L11,27,30,3,0,2,77,2
04/29/2018,A4J0YU0L11,2,5,0,2,1,32,1
03/19/2018,A4J0YU0L11,10,7,0,2,1,25,2
01/02/2018,A4J0YU0L11,31,28,4,0,1,38,1
06/16/2018,A4J0YU0L11,37,33,2,0,0,57,0
05/24/2018,A4J0YU0L11,33,28,1,2,0,61,1
03/19/2018,A4J0YU0L11,0,26,1,0,1,74,1
11/22/2018,A4J0YU0L11,6,6,0,1,2,8,0
04/30/2018,A4J0YU0L11,3,32,1,0,1,22,2
03/27/2018,A4J0YU0L11,11,2,2,3,1,49,1
03/03/2018,A4J0YU0L11,25,8,4,0,1,67,0
11/24/2018,A4J0YU0L11,31,24,3,2,0,27,1
05/31/2018,A4J0YU0L11,30,9,4,0,1,54,2
03/12/2018,A4J0YU0L11,24,2,4,3,0,4,2
12/05/2018,A4J0YU0L11,38,15,0,0,2,56,2
09/29/2018,A4J0YU0L11,8,12,3,3,1,72,1
10/22/2018,A4J0YU0L11,3,24,0,3,1,51,0
10/17/2018,A4J0YU0L11,11,2,0,1,0,15,2
02/17/2018,CDGKL7HHXF,34,29,3,2,0,7,2
12/01/2018,CDGKL7HHXF,23,14,2,1,0,7,0
02/20/2018,CDGKL7HHXF,6,21,3,0,1,38,1
02/01/2018,CDGKL7HHXF,22,12,0,1,0,79,2
03/25/2018,CDGKL7HHXF,38,18,2,0,1,5,1
10/14/2018,CDGKL7HHXF,33,23,0,2,1,55,1
12/05/2018,CDGKL7HHXF,37,26,1,0,1,60,2
12/09/2018,CDGKL7HHXF,29,32,4,2,1,27,2
09/16/2018,CDGKL7HHXF,3,5,4,1,0,15,1
04/16/2018,CDGKL7HHXF,20,7,2,0,1,59,1
04/16/2018,CDGKL7HHXF,35,15,1,3,2,55,1
08/07/2018,CDGKL7HHXF,14,29,0,1,0,77,1
05/13/2018,CDGKL7HHXF,6,24,4,3,2,30,1
09/30/2018,CDGKL7HHXF,22,11,3,1,2,13,2
09/02/2018,CDGKL7HHXF,31,1,2,2,1,6,2
11/09/2018,CDGKL7HHXF,10,1,4,0,1,44,0
10/20/2018,CDGKL7HHXF,25,31,0,1,2,79,2
01/19/2018,CDGKL7HHXF,33,28,0,2,1,48,1
11/08/2018,CDGKL7HHXF,13,31,0,0,1,61,1
02/27/2018,CDGKL7HHXF,20,3,0,2,2,34,0
12/08/2018,CDGKL7HHXF,23,17,2,1,1,46,2
05/23/2018,CDGKL7HHXF,20,7,4,3,1,12,2
04/22/2018,0ESA3CXA5N,8,0,1,2,2,74,0
12/21/2018,0ESA3CXA5N,33,13,4,1,0,53,2
03/22/2018,0ESA3CXA5N,31,17,4,0,2,56,0
02/07/2018,0ESA3CXA5N,12,19,1,0,1,72,0
03/24/2018,0ESA3CXA5N,3,33,4,3,2,34,2
11/24/2018,0ESA3CXA5N,25,19,2,1,0,50,1
12/13/2018,0ESA3CXA5N,16,2,1,3,0,48,2
02/09/2018,0ESA3CXA5N,28,8,0,2,2,73,1
11/05/2018,0ESA3CXA5N,28,11,2,3,2,38,0
07/06/2018,0ESA3CXA5N,20,12,1,3,0,65,0
02/09/2018,0ESA3CXA5N,21,15,3,3,2,55,1
11/18/2018,0ESA3CXA5N,24,33,4,3,0,51,1
01/16/2018,0ESA3CXA5N,19,3,2,1,0,63,0
02/26/2018,0ESA3CXA5N,26,1,0,0,2,67,1
11/28/2018,0ESA3CXA5N,2,1,4,3,0,32,2
05/04/2018,0ESA3CXA5N,10,31,1,3,2,63,1
11/10/2018,0ESA3CXA5N,23,15,4,0,1,65,0
05/03/2018,0ESA3CXA5N,28,26,1,3,2,59,2
01/12/2018,0ESA3CXA5N,19,32,0,1,0,9,2
12/23/2018,0ESA3CXA5N,13,18,3,1,1,27,1
07/22/2018,0ESA3CXA5N,22,12,4,2,1,3,0
04/24/2018,0ESA3CXA5N,4,29,3,0,1,7,1
06/14/2018,0ESA3CXA5N,19,27,1,2,2,40,1
08/16/2018,0ESA3CXA5N,28,11,2,1,1,68,2
03/19/2018,0ESA3CXA5N,15,5,0,3,1,56,1
02/03/2018,0ESA3CXA5N,30,25,0,1,1,69,2
11/12/2018,0ESA3CXA5N,9,12,3,2,1,49,1
04/04/2018,0ESA3CXA5N,38,0,3,0,1,78,0
02/06/2018,0ESA3CXA5N,22,29,4,2,1,69,2
04/18/2018,0ESA3CXA5N,11,26,2,1,1,37,0
06/05/2018,0ESA3CXA5N,10,3,0,3,1,9,0
09/28/2018,0ESA3CXA5N,10,25,0,2,2,74,2
04/01/2018,0ESA3CXA5N,36,2,0,2,2,41,2
12/24/2018,0ESA3CXA5N,26,10,2,2,1,68,1
02/11/2018,0ESA3CXA5N,18,21,3,1,1,46,1
11/03/2018,0ESA3CXA5N,24,10,0,3,0,22,1
07/04/2018,0ESA3CXA5N,10,4,1,3,0,1,2
03/04/2018,0ESA3CXA5N,25,11,1,1,2,23,0
04/11/2018,0ESA3CXA5N,30,5,4,2,1,7,1
06/18/2018,0ESA3CXA5N,31,29,4,0,0,24,0
04/25/2018,0ESA3CXA5N,13,6,1,3,1,34,2
05/31/2018,0ESA3CXA5N,21,33,2,1,2,39,0
03/25/2018,0ESA3CXA5N,11,18,0,2,0,25,2
05/20/2018,0ESA3CXA5N,17,33,4,1,0,44,2
02/07/2018,0ESA3CXA5N,14,8,3,0,0,72,2
04/10/2018,0ESA3CXA5N,29,32,1,2,0,69,0
06/01/2018,0ESA3CXA5N,2,4,0,2,0,62,0
09/27/2018,0ESA3CXA5N,15,28,0,1,1,48,1
06/12/2018,0ESA3CXA5N,2,3,2,1,0,79,1
01/19/2018,0ESA3CXA5N,0,31,3,1,1,22,1
07/10/2018,0ESA3CXA5N,32,6,1,0,2,24,1
08/23/2018,0ESA3CXA5N,27,9,4,2,1,24,1
02/12/2018,0ESA3CXA5N,7,2,0,3,0,8,0
09/29/2018,0ESA3CXA5N,13,29,1,2,1,27,2
10/07/2018,0ESA3CXA5N,7,3,1,1,2,26,0
04/24/2018,0ESA3CXA5N,30,8,0,1,0,55,2
05/24/2018,0ESA3CXA5N,20,20,0,1,2,24,1
02/18/2018,0ESA3CXA5N,4,10,1,2,0,7,0
03/07/2018,0ESA3CXA5N,37,32,0,1,2,15,2
02/15/2018,0ESA3CXA5N,3,5,1,1,1,7,2
12/06/2018,0ESA3CXA5N,0,25,0,0,2,54,1
05/03/2018,0ESA3CXA5N,21,19,0,3,2,32,1
05/30/2018,0ESA3CXA5N,20,9,1,0,2,59,1
08/23/2018,0ESA3CXA5N,39,10,0,0,1,45,2
10/27/2018,0ESA3CXA5N,23,29,1,1,1,56,2
07/04/2018,0ESA3CXA5N,23,18,3,1,2,72,1
03/24/2018,0ESA3CXA5N,0,2,0,0,0,2,2
06/10/2018,QH6U83FHKN,11,12,4,0,1,60,1
06/04/2018,QH6U83FHKN,14,13,2,2,1,38,0
05/06/2018,QH6U83FHKN,9,14,0,2,1,36,0
04/30/2018,QH6U83FHKN,20,24,2,1,0,76,1
11/05/2018,QH6U83FHKN,38,14,4,2,0,70,1
04/08/2018,QH6U83FHKN,2,30,4,0,2,42,1
03/14/2018,QH6U83FHKN,28,26,1,1,1,65,2
02/23/2018,QH6U83FHKN,22,14,4,1,2,32,0
04/01/2018,QH6U83FHKN,5,30,0,3,0,25,1
07/17/2018,QH6U83FHKN,32,19,4,0,2,79,1
10/29/2018,QH6U83FHKN,15,4,0,2,1,76,1
09/10/2018,QH6U83FHKN,24,20,0,0,0,4,1
07/17/2018,QH6U83FHKN,13,32,1,3,2,0,0
10/12/2018,QH6U83FHKN,2,29,1,0,0,73,2
11/06/2018,QH6U83FHKN,8,12,1,1,0,25,1
09/19/2018,QH6U83FHKN,28,24,2,1,2,41,2
01/03/2018,QH6U83FHKN,22,33,2,1,0,2,2
